names,x,y,pred,correct_label,batch,manual_label,colors,custom_data,x2,y2,x3,y3,D1,D4,D7,thumbnails
image (551).jpg,2.247933459450552,5.110024669627359,10,10,batch_0008,10,11,0,0,0,0,0,0,0,0,image (551).jpg
image (2434).JPG,-8.761468454484868,-0.1670089525668162,16,16,batch_0008,16,17,1,0,0,0,0,0,0,0,image (2434).JPG
image (607).JPG,1.3090669191737168,7.098125887180879,6,6,batch_0008,6,7,2,0,0,0,0,0,0,0,image (607).JPG
image (607).JPG,1.3090669191737168,7.098125887180879,6,6,batch_0008,6,7,3,0,0,0,0,0,0,0,image (607).JPG
image (607).JPG,1.3090669191737168,7.098125887180879,6,6,batch_0008,6,7,4,0,0,0,0,0,0,0,image (607).JPG
image (607).JPG,1.3090669191737168,7.098125887180879,6,6,batch_0008,6,7,5,0,0,0,0,0,0,0,image (607).JPG
image (607).JPG,1.3090669191737168,7.098125887180879,6,6,batch_0008,6,7,6,0,0,0,0,0,0,0,image (607).JPG
image (607).JPG,1.3090669191737168,7.098125887180879,6,6,batch_0008,6,7,7,0,0,0,0,0,0,0,image (607).JPG
image (607).JPG,1.3090669191737168,7.098125887180879,6,6,batch_0008,6,7,8,0,0,0,0,0,0,0,image (607).JPG
image (625).jpg,6.368644169205168,0.7379086359497545,6,6,batch_0008,6,7,9,0,0,0,0,0,0,0,image (625).jpg
image (1294).JPG,3.7151613816657902,-3.91104025494725,36,36,batch_0008,36,37,10,0,0,0,0,0,0,0,image (1294).JPG
image (1294).JPG,3.7151613816657902,-3.91104025494725,36,36,batch_0008,36,37,11,0,0,0,0,0,0,0,image (1294).JPG
image (2257).JPG,-1.6209544583318514,-1.8181962905620808,6,6,batch_0008,6,7,12,0,0,0,0,0,0,0,image (2257).JPG
image (245).JPG,-3.770208552823762,2.2281129813457774,6,6,batch_0008,6,7,13,0,0,0,0,0,0,0,image (245).JPG
image (245).JPG,-3.770208552823762,2.2281129813457774,6,6,batch_0008,6,7,14,0,0,0,0,0,0,0,image (245).JPG
image (245).JPG,-3.770208552823762,2.2281129813457774,6,6,batch_0008,6,7,15,0,0,0,0,0,0,0,image (245).JPG
image (245).JPG,-3.770208552823762,2.2281129813457774,6,6,batch_0008,6,7,16,0,0,0,0,0,0,0,image (245).JPG
image (2391).JPG,-5.629317453382902,1.4508212953120063,2,2,batch_0008,2,3,17,0,0,0,0,0,0,0,image (2391).JPG
image (719).JPG,0.003855283014268,-2.5051544035851467,29,29,batch_0008,29,30,18,0,0,0,0,0,0,0,image (719).JPG
image (719).JPG,0.003855283014268,-2.5051544035851467,29,29,batch_0008,29,30,19,0,0,0,0,0,0,0,image (719).JPG
image (719).JPG,0.003855283014268,-2.5051544035851467,29,29,batch_0008,29,30,20,0,0,0,0,0,0,0,image (719).JPG
image (719).JPG,0.003855283014268,-2.5051544035851467,29,29,batch_0008,29,30,21,0,0,0,0,0,0,0,image (719).JPG
image (129).JPG,8.621460693929588,1.0634603446865558,4,4,batch_0008,4,5,22,0,0,0,0,0,0,0,image (129).JPG
image (129).JPG,8.621460693929588,1.0634603446865558,4,4,batch_0008,4,5,23,0,0,0,0,0,0,0,image (129).JPG
