image_path,x,y,pred,label
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (112).JPG,-27.655245620152247,-3.800896676852878,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (116).JPG,-27.610731069035452,-3.7196976490548264,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (12).JPG,35.26951945445353,-2.920520127004619,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (123).JPG,-27.01488543595204,-4.137885387703504,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (127).JPG,-25.106946730310973,1.370925193451217,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (141).JPG,-31.243741500184424,-19.500308939131,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (144).JPG,-26.541016620540045,-0.6237965447105109,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (159).JPG,-25.936386621606136,-4.035777908258005,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (16).JPG,-26.622052812391253,-4.112594781804282,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (168).JPG,-28.549130093204667,3.7237609626079764,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (170).JPG,33.66802161785869,6.258394454314472,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (174).JPG,-5.594522680473751,22.137314805290742,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (181).JPG,-26.120953454471945,-1.1022016160333339,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (185).JPG,-24.953535978615278,2.187584767844027,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (199).JPG,-26.21035017951316,-1.221428727684884,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (204).JPG,-27.624188803031675,-2.684463658097573,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (218).JPG,-27.351902049691567,-2.844343619574078,5,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (229).JPG,-26.008347591434628,-1.2749140259888494,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (23).JPG,-24.829633697432925,-2.1835963745959184,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (231).JPG,-25.88118737643217,-2.043365654834499,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (235).JPG,-27.86410531389671,1.3016719484906758,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0006/Apple___Apple_scab/image (253).JPG,-25.252641082507893,1.009995383371598,0,0
