names,x,y,pred,correct_label,batch,manual_label,colors,custom_data,x2,y2,x3,y3,D1,D4,D7,thumbnails
image (389).JPG,-43.60134982919562,21.2752423074075,6,6,batch_0001,6,7,0,0,0,0,0,0,0,0,image (389).JPG
image (389).JPG,-43.60134982919562,21.2752423074075,6,6,batch_0001,6,7,1,0,0,0,0,0,0,0,image (389).JPG
image (389).JPG,-43.60134982919562,21.2752423074075,6,6,batch_0001,6,7,2,0,0,0,0,0,0,0,image (389).JPG
image (389).JPG,-43.60134982919562,21.2752423074075,6,6,batch_0001,6,7,3,0,0,0,0,0,0,0,image (389).JPG
image (389).JPG,-43.60134982919562,21.2752423074075,6,6,batch_0001,6,7,4,0,0,0,0,0,0,0,image (389).JPG
image (389).JPG,-43.60134982919562,21.2752423074075,6,6,batch_0001,6,7,5,0,0,0,0,0,0,0,image (389).JPG
image (389).JPG,-43.60134982919562,21.2752423074075,6,6,batch_0001,6,7,6,0,0,0,0,0,0,0,image (389).JPG
image (389).JPG,-43.60134982919562,21.2752423074075,6,6,batch_0001,6,7,7,0,0,0,0,0,0,0,image (389).JPG
image (4817).JPG,7.477469843656224,20.97674690451504,16,16,batch_0001,16,17,8,0,0,0,0,0,0,0,image (4817).JPG
image (4973).JPG,-46.14958041450269,-23.91838746049976,16,16,batch_0001,16,17,9,0,0,0,0,0,0,0,image (4973).JPG
image (4973).JPG,-46.14958041450269,-23.91838746049976,16,16,batch_0001,16,17,10,0,0,0,0,0,0,0,image (4973).JPG
image (2734).JPG,36.80911194219483,-12.308973880646006,6,6,batch_0001,6,7,11,0,0,0,0,0,0,0,image (2734).JPG
image (2734).JPG,36.80911194219483,-12.308973880646006,6,6,batch_0001,6,7,12,0,0,0,0,0,0,0,image (2734).JPG
image (141).JPG,43.855126951410746,7.480145019368548,16,16,batch_0001,16,17,13,0,0,0,0,0,0,0,image (141).JPG
image (141).JPG,43.855126951410746,7.480145019368548,16,16,batch_0001,16,17,14,0,0,0,0,0,0,0,image (141).JPG
image (1908).JPG,-14.028681548761924,-12.160662262420733,6,6,batch_0001,6,7,15,0,0,0,0,0,0,0,image (1908).JPG
image (1574).JPG,-42.84245199487223,-35.263249126718975,36,36,batch_0001,36,37,16,0,0,0,0,0,0,0,image (1574).JPG
image (1574).JPG,-42.84245199487223,-35.263249126718975,36,36,batch_0001,36,37,17,0,0,0,0,0,0,0,image (1574).JPG
image (1574).JPG,-42.84245199487223,-35.263249126718975,36,36,batch_0001,36,37,18,0,0,0,0,0,0,0,image (1574).JPG
image (1410).JPG,-1.5411604723995247,29.53011471986576,2,2,batch_0001,2,3,19,0,0,0,0,0,0,0,image (1410).JPG
image (4938).JPG,43.07342763753349,3.1867381001825,2,2,batch_0001,2,3,20,0,0,0,0,0,0,0,image (4938).JPG
image (4544).JPG,43.10830157042307,8.046232803484724,6,6,batch_0001,6,7,21,0,0,0,0,0,0,0,image (4544).JPG
image (3).jpg,-12.87136584749201,-34.46906986206528,29,29,batch_0001,29,30,22,0,0,0,0,0,0,0,image (3).jpg
image (4018).JPG,-16.575362709780737,60.10659933364858,2,2,batch_0001,2,3,23,0,0,0,0,0,0,0,image (4018).JPG
image (1384).JPG,-3.476490981367927,-42.713265558400416,6,6,batch_0001,6,7,24,0,0,0,0,0,0,0,image (1384).JPG
image (532).JPG,9.123193442369546,-43.71587905968632,2,2,batch_0001,2,3,25,0,0,0,0,0,0,0,image (532).JPG
image (532).JPG,9.123193442369546,-43.71587905968632,2,2,batch_0001,2,3,26,0,0,0,0,0,0,0,image (532).JPG
image (532).JPG,9.123193442369546,-43.71587905968632,2,2,batch_0001,2,3,27,0,0,0,0,0,0,0,image (532).JPG
image (2347).JPG,-45.41399678560331,-22.11534447525881,36,36,batch_0001,36,37,28,0,0,0,0,0,0,0,image (2347).JPG
image (456).JPG,-37.00486538020986,-17.92481364936473,6,6,batch_0001,6,7,29,0,0,0,0,0,0,0,image (456).JPG
image (456).JPG,-37.00486538020986,-17.92481364936473,6,6,batch_0001,6,7,30,0,0,0,0,0,0,0,image (456).JPG
image (456).JPG,-37.00486538020986,-17.92481364936473,6,6,batch_0001,6,7,31,0,0,0,0,0,0,0,image (456).JPG
image (456).JPG,-37.00486538020986,-17.92481364936473,6,6,batch_0001,6,7,32,0,0,0,0,0,0,0,image (456).JPG
image (456).JPG,-37.00486538020986,-17.92481364936473,6,6,batch_0001,6,7,33,0,0,0,0,0,0,0,image (456).JPG
image (456).JPG,-37.00486538020986,-17.92481364936473,6,6,batch_0001,6,7,34,0,0,0,0,0,0,0,image (456).JPG
image (456).JPG,-37.00486538020986,-17.92481364936473,6,6,batch_0001,6,7,35,0,0,0,0,0,0,0,image (456).JPG
image (1028).JPG,-10.13871915762854,-14.610700360066955,29,29,batch_0001,29,30,36,0,0,0,0,0,0,0,image (1028).JPG
image (1028).JPG,-10.13871915762854,-14.610700360066955,29,29,batch_0001,29,30,37,0,0,0,0,0,0,0,image (1028).JPG
image (2223).JPG,51.22549669226792,-13.212252354525624,2,2,batch_0001,2,3,38,0,0,0,0,0,0,0,image (2223).JPG
image (579).JPG,-10.488755224402608,13.403730522209528,6,6,batch_0001,6,7,39,0,0,0,0,0,0,0,image (579).JPG
image (579).JPG,-10.488755224402608,13.403730522209528,6,6,batch_0001,6,7,40,0,0,0,0,0,0,0,image (579).JPG
image (579).JPG,-10.488755224402608,13.403730522209528,6,6,batch_0001,6,7,41,0,0,0,0,0,0,0,image (579).JPG
image (579).JPG,-10.488755224402608,13.403730522209528,6,6,batch_0001,6,7,42,0,0,0,0,0,0,0,image (579).JPG
image (579).JPG,-10.488755224402608,13.403730522209528,6,6,batch_0001,6,7,43,0,0,0,0,0,0,0,image (579).JPG
image (1107).JPG,-32.51684845952868,-50.54940624088314,2,2,batch_0001,2,3,44,0,0,0,0,0,0,0,image (1107).JPG
image (905).JPG,45.26788919568184,-32.90824554596286,4,4,batch_0001,4,5,45,0,0,0,0,0,0,0,image (905).JPG
image (905).JPG,45.26788919568184,-32.90824554596286,4,4,batch_0001,4,5,46,0,0,0,0,0,0,0,image (905).JPG
image (905).JPG,45.26788919568184,-32.90824554596286,4,4,batch_0001,4,5,47,0,0,0,0,0,0,0,image (905).JPG
image (905).JPG,45.26788919568184,-32.90824554596286,4,4,batch_0001,4,5,48,0,0,0,0,0,0,0,image (905).JPG
image (905).JPG,45.26788919568184,-32.90824554596286,4,4,batch_0001,4,5,49,0,0,0,0,0,0,0,image (905).JPG
image (1063).JPG,28.58027686451744,-34.99661229527694,2,2,batch_0001,2,3,50,0,0,0,0,0,0,0,image (1063).JPG
image (1063).JPG,28.58027686451744,-34.99661229527694,2,2,batch_0001,2,3,51,0,0,0,0,0,0,0,image (1063).JPG
image (1063).JPG,28.58027686451744,-34.99661229527694,2,2,batch_0001,2,3,52,0,0,0,0,0,0,0,image (1063).JPG
image (861).JPG,-17.594875815556332,-49.3044274233778,6,6,batch_0001,6,7,53,0,0,0,0,0,0,0,image (861).JPG
image (861).JPG,-17.594875815556332,-49.3044274233778,6,6,batch_0001,6,7,54,0,0,0,0,0,0,0,image (861).JPG
image (861).JPG,-17.594875815556332,-49.3044274233778,6,6,batch_0001,6,7,55,0,0,0,0,0,0,0,image (861).JPG
image (861).JPG,-17.594875815556332,-49.3044274233778,6,6,batch_0001,6,7,56,0,0,0,0,0,0,0,image (861).JPG
image (861).JPG,-17.594875815556332,-49.3044274233778,6,6,batch_0001,6,7,57,0,0,0,0,0,0,0,image (861).JPG
image (3032).JPG,-10.63564453244168,12.47878044005286,6,6,batch_0001,6,7,58,0,0,0,0,0,0,0,image (3032).JPG
image (5209).JPG,-29.334853399507885,18.29179808930217,6,6,batch_0001,6,7,59,0,0,0,0,0,0,0,image (5209).JPG
image (2281).JPG,-16.05604280160295,43.85176571097234,2,2,batch_0001,2,3,60,0,0,0,0,0,0,0,image (2281).JPG
image (2281).JPG,-16.05604280160295,43.85176571097234,2,2,batch_0001,2,3,61,0,0,0,0,0,0,0,image (2281).JPG
image (4316).JPG,-15.80178503197727,21.91069415249077,29,29,batch_0001,29,30,62,0,0,0,0,0,0,0,image (4316).JPG
image (4316).JPG,-15.80178503197727,21.91069415249077,29,29,batch_0001,29,30,63,0,0,0,0,0,0,0,image (4316).JPG
image (888).JPG,-53.92699589767568,-16.91056075134751,36,36,batch_0001,36,37,64,0,0,0,0,0,0,0,image (888).JPG
image (888).JPG,-53.92699589767568,-16.91056075134751,36,36,batch_0001,36,37,65,0,0,0,0,0,0,0,image (888).JPG
image (590).JPG,-44.89464018064565,-35.56124663729625,36,36,batch_0001,36,37,66,0,0,0,0,0,0,0,image (590).JPG
image (590).JPG,-44.89464018064565,-35.56124663729625,36,36,batch_0001,36,37,67,0,0,0,0,0,0,0,image (590).JPG
image (590).JPG,-44.89464018064565,-35.56124663729625,36,36,batch_0001,36,37,68,0,0,0,0,0,0,0,image (590).JPG
image (5028).JPG,-50.0284859677046,-11.823661515785933,29,29,batch_0001,29,30,69,0,0,0,0,0,0,0,image (5028).JPG
image (3213).JPG,-48.15882490280211,0.0470589107821498,2,2,batch_0001,2,3,70,0,0,0,0,0,0,0,image (3213).JPG
image (2049).JPG,47.12047122804338,-17.28410994737902,26,26,batch_0001,26,27,71,0,0,0,0,0,0,0,image (2049).JPG
image (2049).JPG,47.12047122804338,-17.28410994737902,26,26,batch_0001,26,27,72,0,0,0,0,0,0,0,image (2049).JPG
image (1242).JPG,21.79163545966876,24.452976968518456,36,36,batch_0001,36,37,73,0,0,0,0,0,0,0,image (1242).JPG
