names,x,y,pred,correct_label,batch,manual_label,colors,custom_data,x2,y2,x3,y3,D1,D4,D7,thumbnails
image (803).JPG,-55.89895693595938,-13.79173937188867,6,6,batch_0007,6,7,0,0,0,0,0,0,0,0,image (803).JPG
image (803).JPG,-55.89895693595938,-13.79173937188867,6,6,batch_0007,6,7,1,0,0,0,0,0,0,0,image (803).JPG
image (803).JPG,-55.89895693595938,-13.79173937188867,6,6,batch_0007,6,7,2,0,0,0,0,0,0,0,image (803).JPG
image (803).JPG,-55.89895693595938,-13.79173937188867,6,6,batch_0007,6,7,3,0,0,0,0,0,0,0,image (803).JPG
image (803).JPG,-55.89895693595938,-13.79173937188867,6,6,batch_0007,6,7,4,0,0,0,0,0,0,0,image (803).JPG
image (803).JPG,-55.89895693595938,-13.79173937188867,6,6,batch_0007,6,7,5,0,0,0,0,0,0,0,image (803).JPG
image (967).JPG,56.382988599632114,-7.136007704993039,2,2,batch_0007,2,3,6,0,0,0,0,0,0,0,image (967).JPG
image (967).JPG,56.382988599632114,-7.136007704993039,2,2,batch_0007,2,3,7,0,0,0,0,0,0,0,image (967).JPG
image (967).JPG,56.382988599632114,-7.136007704993039,2,2,batch_0007,2,3,8,0,0,0,0,0,0,0,image (967).JPG
image (967).JPG,56.382988599632114,-7.136007704993039,2,2,batch_0007,2,3,9,0,0,0,0,0,0,0,image (967).JPG
image (967).JPG,56.382988599632114,-7.136007704993039,2,2,batch_0007,2,3,10,0,0,0,0,0,0,0,image (967).JPG
image (967).JPG,56.382988599632114,-7.136007704993039,2,2,batch_0007,2,3,11,0,0,0,0,0,0,0,image (967).JPG
image (5174).JPG,37.55368345167293,0.8065589810890353,17,17,batch_0007,17,18,12,0,0,0,0,0,0,0,image (5174).JPG
image (606).jpg,-10.046641424158368,-26.77633685802078,6,6,batch_0007,6,7,13,0,0,0,0,0,0,0,image (606).jpg
image (1048).jpg,24.590935878135543,-63.65268145980058,4,4,batch_0007,4,5,14,0,0,0,0,0,0,0,image (1048).jpg
image (848).JPG,-21.325653439372847,-21.909953717423168,6,6,batch_0007,6,7,15,0,0,0,0,0,0,0,image (848).JPG
image (848).JPG,-21.325653439372847,-21.909953717423168,6,6,batch_0007,6,7,16,0,0,0,0,0,0,0,image (848).JPG
image (848).JPG,-21.325653439372847,-21.909953717423168,6,6,batch_0007,6,7,17,0,0,0,0,0,0,0,image (848).JPG
image (434).JPG,-15.589013746368424,-14.588653102783036,6,6,batch_0007,6,7,18,0,0,0,0,0,0,0,image (434).JPG
image (434).JPG,-15.589013746368424,-14.588653102783036,6,6,batch_0007,6,7,19,0,0,0,0,0,0,0,image (434).JPG
image (434).JPG,-15.589013746368424,-14.588653102783036,6,6,batch_0007,6,7,20,0,0,0,0,0,0,0,image (434).JPG
