names,x,y,pred,correct_label,batch,manual_label,colors,custom_data,x2,y2,x3,y3,D1,D4,D7,thumbnails
image (862).jpg,26.38169522467981,-65.32947547571518,17,17,batch_0002,17,18,0,0,0,0,0,0,0,0,image (862).jpg
image (906).jpg,36.7128336797361,-54.07627636458992,4,4,batch_0002,4,5,1,0,0,0,0,0,0,0,image (906).jpg
image (4958).JPG,43.37668451431311,8.04338311948466,6,6,batch_0002,6,7,2,0,0,0,0,0,0,0,image (4958).JPG
image (4958).JPG,43.37668451431311,8.04338311948466,6,6,batch_0002,6,7,3,0,0,0,0,0,0,0,image (4958).JPG
image (667).JPG,-28.98746561527246,-18.97275843045741,6,6,batch_0002,6,7,4,0,0,0,0,0,0,0,image (667).JPG
image (667).JPG,-28.98746561527246,-18.97275843045741,6,6,batch_0002,6,7,5,0,0,0,0,0,0,0,image (667).JPG
image (667).JPG,-28.98746561527246,-18.97275843045741,6,6,batch_0002,6,7,6,0,0,0,0,0,0,0,image (667).JPG
image (667).JPG,-28.98746561527246,-18.97275843045741,6,6,batch_0002,6,7,7,0,0,0,0,0,0,0,image (667).JPG
image (667).JPG,-28.98746561527246,-18.97275843045741,6,6,batch_0002,6,7,8,0,0,0,0,0,0,0,image (667).JPG
image (4440).JPG,-48.22890169566773,10.941336030533476,36,36,batch_0002,36,37,9,0,0,0,0,0,0,0,image (4440).JPG
image (703).JPG,25.65067738936752,-43.6080245032733,26,26,batch_0002,26,27,10,0,0,0,0,0,0,0,image (703).JPG
image (703).JPG,25.65067738936752,-43.6080245032733,26,26,batch_0002,26,27,11,0,0,0,0,0,0,0,image (703).JPG
image (703).JPG,25.65067738936752,-43.6080245032733,26,26,batch_0002,26,27,12,0,0,0,0,0,0,0,image (703).JPG
image (703).JPG,25.65067738936752,-43.6080245032733,26,26,batch_0002,26,27,13,0,0,0,0,0,0,0,image (703).JPG
image (703).JPG,25.65067738936752,-43.6080245032733,26,26,batch_0002,26,27,14,0,0,0,0,0,0,0,image (703).JPG
image (703).JPG,25.65067738936752,-43.6080245032733,26,26,batch_0002,26,27,15,0,0,0,0,0,0,0,image (703).JPG
image (703).JPG,25.65067738936752,-43.6080245032733,26,26,batch_0002,26,27,16,0,0,0,0,0,0,0,image (703).JPG
image (1514).JPG,-13.955808225238789,-9.327423036376562,6,6,batch_0002,6,7,17,0,0,0,0,0,0,0,image (1514).JPG
image (1514).JPG,-13.955808225238789,-9.327423036376562,6,6,batch_0002,6,7,18,0,0,0,0,0,0,0,image (1514).JPG
image (1514).JPG,-13.955808225238789,-9.327423036376562,6,6,batch_0002,6,7,19,0,0,0,0,0,0,0,image (1514).JPG
image (829).jpg,-0.0008722453485243,-47.78859341365697,2,2,batch_0002,2,3,20,0,0,0,0,0,0,0,image (829).jpg
image (2630).JPG,37.146934068898695,-6.452856287676798,2,2,batch_0002,2,3,21,0,0,0,0,0,0,0,image (2630).JPG
image (898).JPG,-9.077716909750867,8.944862778669002,29,29,batch_0002,29,30,22,0,0,0,0,0,0,0,image (898).JPG
image (898).JPG,-9.077716909750867,8.944862778669002,29,29,batch_0002,29,30,23,0,0,0,0,0,0,0,image (898).JPG
image (898).JPG,-9.077716909750867,8.944862778669002,29,29,batch_0002,29,30,24,0,0,0,0,0,0,0,image (898).JPG
image (580).JPG,40.81884491197539,-1.7095645566149853,2,2,batch_0002,2,3,25,0,0,0,0,0,0,0,image (580).JPG
image (580).JPG,40.81884491197539,-1.7095645566149853,2,2,batch_0002,2,3,26,0,0,0,0,0,0,0,image (580).JPG
image (2884).JPG,56.87609209981364,-15.547184721508769,6,6,batch_0002,6,7,27,0,0,0,0,0,0,0,image (2884).JPG
image (4913).JPG,55.76357233478223,-11.860141688976174,6,6,batch_0002,6,7,28,0,0,0,0,0,0,0,image (4913).JPG
image (4877).JPG,32.361848582853895,-8.084962702703331,6,6,batch_0002,6,7,29,0,0,0,0,0,0,0,image (4877).JPG
image (1797).JPG,-6.684097971992998,-53.789973220447216,6,6,batch_0002,6,7,30,0,0,0,0,0,0,0,image (1797).JPG
image (89).JPG,15.428144040444646,-33.15480510148552,6,6,batch_0002,6,7,31,0,0,0,0,0,0,0,image (89).JPG
image (89).JPG,15.428144040444646,-33.15480510148552,6,6,batch_0002,6,7,32,0,0,0,0,0,0,0,image (89).JPG
image (89).JPG,15.428144040444646,-33.15480510148552,6,6,batch_0002,6,7,33,0,0,0,0,0,0,0,image (89).JPG
image (748).JPG,-2.694392955412824,-43.85949111854299,29,29,batch_0002,29,30,34,0,0,0,0,0,0,0,image (748).JPG
image (748).JPG,-2.694392955412824,-43.85949111854299,29,29,batch_0002,29,30,35,0,0,0,0,0,0,0,image (748).JPG
image (748).JPG,-2.694392955412824,-43.85949111854299,29,29,batch_0002,29,30,36,0,0,0,0,0,0,0,image (748).JPG
image (748).JPG,-2.694392955412824,-43.85949111854299,29,29,batch_0002,29,30,37,0,0,0,0,0,0,0,image (748).JPG
image (214).JPG,-14.89464511339187,-51.47266821500764,17,17,batch_0002,17,18,38,0,0,0,0,0,0,0,image (214).JPG
image (214).JPG,-14.89464511339187,-51.47266821500764,17,17,batch_0002,17,18,39,0,0,0,0,0,0,0,image (214).JPG
image (214).JPG,-14.89464511339187,-51.47266821500764,17,17,batch_0002,17,18,40,0,0,0,0,0,0,0,image (214).JPG
image (214).JPG,-14.89464511339187,-51.47266821500764,17,17,batch_0002,17,18,41,0,0,0,0,0,0,0,image (214).JPG
image (214).JPG,-14.89464511339187,-51.47266821500764,17,17,batch_0002,17,18,42,0,0,0,0,0,0,0,image (214).JPG
image (4157).JPG,52.53499986342568,-22.40468943561628,6,6,batch_0002,6,7,43,0,0,0,0,0,0,0,image (4157).JPG
image (4033).JPG,37.903952201891805,-23.277810481072656,2,2,batch_0002,2,3,44,0,0,0,0,0,0,0,image (4033).JPG
image (370).JPG,52.68519495233138,-13.797968549539307,4,4,batch_0002,4,5,45,0,0,0,0,0,0,0,image (370).JPG
image (370).JPG,52.68519495233138,-13.797968549539307,4,4,batch_0002,4,5,46,0,0,0,0,0,0,0,image (370).JPG
image (1003).JPG,-15.083115462372444,-29.176776822653974,36,36,batch_0002,36,37,47,0,0,0,0,0,0,0,image (1003).JPG
image (1003).JPG,-15.083115462372444,-29.176776822653974,36,36,batch_0002,36,37,48,0,0,0,0,0,0,0,image (1003).JPG
image (1003).JPG,-15.083115462372444,-29.176776822653974,36,36,batch_0002,36,37,49,0,0,0,0,0,0,0,image (1003).JPG
image (3052).JPG,44.71821635515355,8.384381470575418,6,6,batch_0002,6,7,50,0,0,0,0,0,0,0,image (3052).JPG
image (2208).JPG,-10.091245523138635,40.104649349129744,17,17,batch_0002,17,18,51,0,0,0,0,0,0,0,image (2208).JPG
image (1167).JPG,-2.4072505725019973,0.6724766316034935,6,6,batch_0002,6,7,52,0,0,0,0,0,0,0,image (1167).JPG
image (1167).JPG,-2.4072505725019973,0.6724766316034935,6,6,batch_0002,6,7,53,0,0,0,0,0,0,0,image (1167).JPG
image (109).jpg,18.50279374597439,36.94606460897312,27,27,batch_0002,27,28,54,0,0,0,0,0,0,0,image (109).jpg
image (1048).JPG,21.356736646684936,-42.20141746892942,29,29,batch_0002,29,30,55,0,0,0,0,0,0,0,image (1048).JPG
image (1048).JPG,21.356736646684936,-42.20141746892942,29,29,batch_0002,29,30,56,0,0,0,0,0,0,0,image (1048).JPG
image (1048).JPG,21.356736646684936,-42.20141746892942,29,29,batch_0002,29,30,57,0,0,0,0,0,0,0,image (1048).JPG
image (2243).JPG,-15.90327630860678,62.92396696471006,36,36,batch_0002,36,37,58,0,0,0,0,0,0,0,image (2243).JPG
image (3019).JPG,-50.59260030140674,-2.169557357752298,36,36,batch_0002,36,37,59,0,0,0,0,0,0,0,image (3019).JPG
image (3019).JPG,-50.59260030140674,-2.169557357752298,36,36,batch_0002,36,37,60,0,0,0,0,0,0,0,image (3019).JPG
image (2327).JPG,35.31601018205545,-13.383137600814589,26,26,batch_0002,26,27,61,0,0,0,0,0,0,0,image (2327).JPG
image (1280).JPG,60.05413716205824,-16.21589795286662,2,2,batch_0002,2,3,62,0,0,0,0,0,0,0,image (1280).JPG
image (363).jpg,-54.50947864130807,-8.173430731034498,26,26,batch_0002,26,27,63,0,0,0,0,0,0,0,image (363).jpg
image (207).jpg,6.424064779705385,8.153674406635236,4,4,batch_0002,4,5,64,0,0,0,0,0,0,0,image (207).jpg
image (4259).JPG,-13.985846726340958,-9.506118935262617,29,29,batch_0002,29,30,65,0,0,0,0,0,0,0,image (4259).JPG
image (3194).JPG,-48.019397614198894,1.442808082679945,36,36,batch_0002,36,37,66,0,0,0,0,0,0,0,image (3194).JPG
image (5003).JPG,-32.77044093436516,-5.881720280473459,6,6,batch_0002,6,7,67,0,0,0,0,0,0,0,image (5003).JPG
image (2106).JPG,3.969700401960004,-32.80997417679001,36,36,batch_0002,36,37,68,0,0,0,0,0,0,0,image (2106).JPG
image (2106).JPG,3.969700401960004,-32.80997417679001,36,36,batch_0002,36,37,69,0,0,0,0,0,0,0,image (2106).JPG
image (2106).JPG,3.969700401960004,-32.80997417679001,36,36,batch_0002,36,37,70,0,0,0,0,0,0,0,image (2106).JPG
image (2062).JPG,-9.34735970079761,-17.277213847432662,29,29,batch_0002,29,30,71,0,0,0,0,0,0,0,image (2062).JPG
image (1269).JPG,-15.863151535965205,-27.121330948202225,6,6,batch_0002,6,7,72,0,0,0,0,0,0,0,image (1269).JPG
image (328).jpg,20.780096052053903,-40.03460921204646,2,2,batch_0002,2,3,73,0,0,0,0,0,0,0,image (328).jpg
image (328).jpg,20.780096052053903,-40.03460921204646,2,2,batch_0002,2,3,74,0,0,0,0,0,0,0,image (328).jpg
image (399).JPG,13.26096070748127,-5.570446491570927,4,4,batch_0002,4,5,75,0,0,0,0,0,0,0,image (399).JPG
image (399).JPG,13.26096070748127,-5.570446491570927,4,4,batch_0002,4,5,76,0,0,0,0,0,0,0,image (399).JPG
image (399).JPG,13.26096070748127,-5.570446491570927,4,4,batch_0002,4,5,77,0,0,0,0,0,0,0,image (399).JPG
image (399).JPG,13.26096070748127,-5.570446491570927,4,4,batch_0002,4,5,78,0,0,0,0,0,0,0,image (399).JPG
image (399).JPG,13.26096070748127,-5.570446491570927,4,4,batch_0002,4,5,79,0,0,0,0,0,0,0,image (399).JPG
image (1346).JPG,22.7000922011429,21.45119404186737,4,4,batch_0002,4,5,80,0,0,0,0,0,0,0,image (1346).JPG
image (1346).JPG,22.7000922011429,21.45119404186737,4,4,batch_0002,4,5,81,0,0,0,0,0,0,0,image (1346).JPG
image (1346).JPG,22.7000922011429,21.45119404186737,4,4,batch_0002,4,5,82,0,0,0,0,0,0,0,image (1346).JPG
image (2029).JPG,38.097547812548505,-23.243153117134806,17,17,batch_0002,17,18,83,0,0,0,0,0,0,0,image (2029).JPG
image (1222).JPG,-25.523243521022813,-41.08237343922188,6,6,batch_0002,6,7,84,0,0,0,0,0,0,0,image (1222).JPG
image (1222).JPG,-25.523243521022813,-41.08237343922188,6,6,batch_0002,6,7,85,0,0,0,0,0,0,0,image (1222).JPG
image (1222).JPG,-25.523243521022813,-41.08237343922188,6,6,batch_0002,6,7,86,0,0,0,0,0,0,0,image (1222).JPG
image (1222).JPG,-25.523243521022813,-41.08237343922188,6,6,batch_0002,6,7,87,0,0,0,0,0,0,0,image (1222).JPG
image (2385).JPG,-48.42240066980429,10.777805888919614,16,16,batch_0002,16,17,88,0,0,0,0,0,0,0,image (2385).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,89,0,0,0,0,0,0,0,image (151).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,90,0,0,0,0,0,0,0,image (151).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,91,0,0,0,0,0,0,0,image (151).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,92,0,0,0,0,0,0,0,image (151).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,93,0,0,0,0,0,0,0,image (151).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,94,0,0,0,0,0,0,0,image (151).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,95,0,0,0,0,0,0,0,image (151).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,96,0,0,0,0,0,0,0,image (151).JPG
image (151).JPG,18.499163349380567,13.665684604942912,26,26,batch_0002,26,27,97,0,0,0,0,0,0,0,image (151).JPG
image (4212).JPG,52.71552768435059,-13.711880574075488,29,29,batch_0002,29,30,98,0,0,0,0,0,0,0,image (4212).JPG
image (569).JPG,-10.629556384779772,-30.26576305364821,4,4,batch_0002,4,5,99,0,0,0,0,0,0,0,image (569).JPG
image (569).JPG,-10.629556384779772,-30.26576305364821,4,4,batch_0002,4,5,100,0,0,0,0,0,0,0,image (569).JPG
image (569).JPG,-10.629556384779772,-30.26576305364821,4,4,batch_0002,4,5,101,0,0,0,0,0,0,0,image (569).JPG
image (569).JPG,-10.629556384779772,-30.26576305364821,4,4,batch_0002,4,5,102,0,0,0,0,0,0,0,image (569).JPG
image (569).JPG,-10.629556384779772,-30.26576305364821,4,4,batch_0002,4,5,103,0,0,0,0,0,0,0,image (569).JPG
image (915).JPG,-3.684906519066392,-26.37972941520313,29,29,batch_0002,29,30,104,0,0,0,0,0,0,0,image (915).JPG
image (915).JPG,-3.684906519066392,-26.37972941520313,29,29,batch_0002,29,30,105,0,0,0,0,0,0,0,image (915).JPG
image (915).JPG,-3.684906519066392,-26.37972941520313,29,29,batch_0002,29,30,106,0,0,0,0,0,0,0,image (915).JPG
