image_path,x,y,pred,label
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (10).JPG,-27.454627802486637,-1.3261948779024064,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (108).JPG,-25.183966906901183,18.647410995193646,3,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (110).JPG,30.11616117812253,-39.24960861593283,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (114).JPG,-25.33385861618812,-0.2815462512958987,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (121).JPG,-27.7939997110473,-27.53787705325575,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (125).JPG,-27.269613883186206,-2.4280827827198186,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (139).JPG,-48.81827802287331,23.23355096328873,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (14).JPG,-25.562151211472294,1.7487299717990412,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (143).JPG,-26.19198012953217,-1.5926028512436075,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (155).JPG,-25.81960958730086,-1.9439903436238632,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (172).JPG,-27.01131770792662,0.25718231154403204,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (176).JPG,-26.719992341873525,-0.45840486422774196,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (183).JPG,-77.01201870260334,-6.614757628914741,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (187).JPG,-26.796109180251932,-0.7766175576549776,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (206).JPG,-25.372252489102397,1.1862438331231242,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (21).JPG,-26.212521309521158,-4.779463420295955,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (210).JPG,-26.023189900203302,-1.2963339976359758,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (233).JPG,-24.7154443368362,-2.1905524368160565,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (237).JPG,-27.79444912036894,-3.0030462242588194,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (251).JPG,-25.421347297761397,-2.2191512662732915,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (255).JPG,-25.108478876913072,-0.1544581946622785,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (260).JPG,-27.323490671417325,-2.9576366942722703,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (264).JPG,-25.342191320410475,1.2658754667596976,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (278).JPG,-26.15398033469737,-3.74401658119302,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (289).JPG,-25.081830453861553,-0.06913615465631763,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (291).JPG,-25.29442461296833,-2.078344069224545,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (295).JPG,-29.65881792333883,-3.775731085865386,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (300).JPG,-27.353891594390383,-2.8541797599798127,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (304).JPG,-28.500226612249016,-2.4484912271699706,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (318).JPG,-27.123378674729874,-2.6711416463806072,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (329).JPG,-38.53855618492489,17.574261581122993,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (331).JPG,34.05411576370597,5.20502566340716,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0004/Apple___Apple_scab/image (335).JPG,-27.735499971631274,-3.606457461577368,0,0
