image_path,x,y,pred,label
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (1).JPG,-29.484725087010315,-3.749263879085414,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (103).JPG,-26.705796994133706,-0.42541185852096164,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (107).JPG,-25.638980547663408,-2.0712019374422392,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (132).JPG,-21.692484013445466,17.427109550167373,3,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (136).JPG,18.086552992622618,38.36405135559879,3,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (148).JPG,-25.749453318480878,-2.057504047949152,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (150).JPG,-26.237140782716573,-1.0097156754030614,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (154).JPG,-32.5789201122061,-36.6137098375687,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (161).JPG,-5.56790017524427,22.166397850298644,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (165).JPG,-25.89181071241773,-1.2367048570907104,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (179).JPG,-25.118921383892097,-2.290964239962722,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (188).JPG,-25.608708694251668,-0.17852544324611122,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/tsne_from_scratch/results/images/batch_0008/Apple___Apple_scab/image (190).JPG,-26.2531296992487,-3.9112260810500827,0,0
