image_path,x,y,pred,label
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (100)_marked.JPG,-31.25350412999567,39.43717427865773,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (110)_marked.JPG,-29.179373205956765,40.17061775079197,3,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (120)_marked.JPG,-31.43815649999597,39.393820803091614,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (13)_marked.JPG,-26.66466866248231,39.13350473001746,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (130)_marked.JPG,-25.481905795049673,40.95884410861454,7,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (142)_marked.JPG,-44.49072372370124,26.77565648824958,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (152)_marked.JPG,-43.286457299766305,27.916683738433004,3,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (162)_marked.JPG,-13.976376378602982,27.776506790547597,17,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (172)_marked.JPG,-26.93904325253506,38.533043975009875,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (186)_marked.JPG,-25.77764070217577,39.22070293204937,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (189)_marked.JPG,-27.608705008793876,38.51480077881756,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (196)_marked.JPG,-30.452091346031814,39.5780250484789,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (199)_marked.JPG,-27.121300208822824,38.54362207680149,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (205)_marked.JPG,-29.333093629122153,40.04343128834306,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (215)_marked.JPG,-43.444840381101486,-46.0607325810745,31,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (225)_marked.JPG,-25.95203026410064,37.32746753398276,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (23)_marked.JPG,-27.055099760367224,39.07052501000517,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (235)_marked.JPG,-30.985725232820798,39.39427896459231,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (247)_marked.JPG,-27.38280751384642,38.47223223176335,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (248)_marked.JPG,-28.20335628803035,40.52811623846161,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (257)_marked.JPG,-26.82155520652315,39.41878273931796,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (258)_marked.JPG,-26.350241336512227,39.82882790252649,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (267)_marked.JPG,-26.559796606464037,39.16837716363979,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (268)_marked.JPG,-32.82922945048079,37.10229256198457,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (277)_marked.JPG,-23.04042414859646,45.40351620813952,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (278)_marked.JPG,-31.05684357645432,39.26120703876681,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (283)_marked.JPG,-26.78271494091372,38.98352030535636,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (293)_marked.JPG,-32.3341624780639,15.902838891495836,3,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/segmented_wb/images/batch_0004/Apple___Apple_scab/image (306)_marked.JPG,-26.970702868766182,37.80711485021568,0,0
