image_path,x,y,pred,label
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (109).JPG,12.396006865730842,-6.872609813690961,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (11).JPG,12.185326027427127,-6.76995859291686,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (111).JPG,9.819404221587215,-2.015375879363443,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (115).JPG,11.349291698682912,-8.589096569403464,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (120).JPG,13.11541933302981,-0.624978880938366,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (124).JPG,14.13295676064096,-4.710052576829981,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (138).JPG,-0.024280030365507382,-12.95002670535877,1,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (142).JPG,10.47308825462969,-3.926949975534127,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (146).JPG,10.073134825417647,-4.053046476847418,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (15).JPG,12.262134528713394,-8.105143259233701,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (173).JPG,11.503680378319984,-8.59507202081073,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (177).JPG,10.947878386734567,-6.833296241874177,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (182).JPG,8.297926370402864,-3.9154389929169864,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (186).JPG,12.520850154980382,-9.15659565922004,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (20).JPG,12.080622747038332,-8.501487354759156,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (203).JPG,10.338710784765054,-5.350963819564112,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (207).JPG,7.97861791443525,-3.813118101785408,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (232).JPG,12.211568100406364,-9.988091196518896,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (236).JPG,13.64196636796127,-3.3894095893473772,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (24).JPG,14.93060743140316,-4.578607960580563,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (248).JPG,12.820459867381723,-6.718349054140462,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (250).JPG,11.754254220333163,-8.796674381238507,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (254).JPG,9.912884062897213,-3.940042470303465,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (261).JPG,15.310621714522552,-4.28708766820517,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (265).JPG,10.220745623547003,-7.637227406144025,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (279).JPG,15.321229245919925,-4.514459054882369,5,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (288).JPG,11.083883544390675,-7.910757696441078,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (290).JPG,12.10973433243585,-9.006562232332318,0,0
/home/heitorc62/PlantsConv/Plants-ConvNets-ViT/t-SNE/results/regular/images/batch_0001/Apple___Apple_scab/image (294).JPG,12.781516054414778,-6.65620175104013,0,0
